#{"t_start": 1583618750.133386, "env_id": "Hopper-v2"}
r,l,t
658.431239,208,76.450662
670.829298,210,77.610809
667.000368,212,79.397078
672.356515,213,80.587123
800.805304,251,82.406972
751.399963,235,84.22189
772.379754,243,86.072492
884.840554,285,87.848416
842.023565,285,90.370656
872.998163,280,92.32567
874.214343,290,94.149282
882.023047,298,96.021977
903.759283,291,98.417966
1107.823202,355,100.431046
932.257238,305,102.89932
952.116784,305,105.023603
1063.675676,334,107.560474
1122.326762,354,110.177628
1295.28539,406,112.837454
1222.120059,376,115.462916
1484.471147,459,118.314367
1500.08299,467,121.616222
1168.201212,360,124.371898
1553.835533,474,127.553514
1375.314504,436,130.883839
1418.278725,439,133.747312
1912.539821,568,138.115247
3068.400119,1000,145.145893
2549.45716,781,150.597147
1808.469732,560,154.238829
2383.811191,711,159.58516
1671.061339,521,163.234188
2300.083919,707,167.971681
2055.905201,626,172.576913
1389.168869,423,175.619172
1812.344662,557,180.112373
2474.972899,743,185.365162
3142.705122,1000,192.051673
2522.988797,786,197.558199
2134.726012,629,202.194748
1591.059674,478,205.711077
2579.068029,773,211.237432
1570.02904,469,214.814978
2177.878944,649,219.575938
1401.871626,434,222.440628
1423.979971,427,225.832647
1445.372324,438,228.724037
2396.70925,712,234.166387
1796.707173,528,237.752976
1711.131153,507,241.479704
2951.092603,877,247.695236
1765.717148,526,251.455875
2128.98015,615,255.389981
1841.031152,549,259.654974
1503.226347,446,262.490553
1582.644772,471,265.886614
1771.452701,513,269.61213
1746.098823,505,273.48338
1794.261266,532,277.230181
3270.737514,1000,284.370722
2946.229362,828,291.052973
1500.848536,445,294.765143
1203.557985,357,297.398277
1054.673532,313,299.671918
982.452731,300,301.615431
1675.299685,486,305.646701
1485.782571,440,309.55497
3294.141775,1000,317.016527
3362.253109,1000,325.111731
1917.001588,557,330.083974
3387.247772,1000,337.413363
1548.895494,453,341.361245
3335.219119,1000,348.954395
3410.430717,1000,356.298683
2194.165951,617,360.476864
1903.531344,554,365.278186
3294.218811,1000,373.077321
3335.163625,1000,380.513716
1050.021674,312,383.525109
3322.371925,1000,391.0507
3226.810064,1000,398.23877
1184.201174,359,400.847231
3275.343521,1000,408.228766
1250.840812,373,411.05673
935.874973,289,413.28871
691.659048,216,415.286968
3333.801243,1000,423.110807
621.914978,194,424.355769
1812.887883,523,428.506219
2599.615427,791,434.552944
1511.169909,460,438.55887
3340.782867,1000,446.51735
1609.822087,474,450.019536
2006.936044,602,454.417065
1889.097235,563,458.972122
1196.901257,360,461.271352
2178.511863,639,466.114458
1444.095943,427,469.657173
1477.831964,441,472.649853
1592.217163,475,476.362075
1480.673517,444,479.591434
1476.851972,434,483.483289
2226.858754,635,488.307613
3294.233949,955,495.339758
1994.158067,611,500.115171
3293.200317,1000,507.851642
3084.768999,904,515.065129
3333.297395,1000,522.43205
3315.199346,1000,530.070076
3370.445971,1000,537.827744
3362.612486,1000,545.48654
3275.495965,1000,553.183385
3345.236374,1000,560.997267
3249.608549,1000,568.575625
3310.98457,1000,575.68415
3024.835013,885,582.491306
3384.287877,1000,590.093081
951.395098,295,591.871625
1858.503151,551,596.605031
844.108941,256,598.720391
2060.314519,603,602.789757
1237.462523,373,605.771443
2112.997385,617,610.595491
1697.52459,502,614.289545
2206.232552,640,619.451213
2003.522567,597,624.079278
3377.115098,985,631.56047
2499.843215,711,637.891882
3403.511684,1000,645.931178
1654.811632,479,649.896823
3030.893691,889,656.497915
3455.488456,1000,663.86155
3461.42511,1000,671.807215
3144.072125,889,679.032049
1587.20933,484,683.065695
3471.633715,1000,690.00737
1918.160331,551,693.48531
3474.298111,1000,700.382795
2982.900663,846,706.356435
1513.018097,468,710.518896
3341.248463,1000,717.94661
3297.106745,1000,725.672664
3325.481534,1000,732.848313
3258.216426,1000,740.613743
3270.460873,1000,748.404411
3411.761018,1000,756.185335
3294.660744,1000,763.785136
3063.516959,909,770.928192
3310.217446,1000,778.4729
3373.297808,1000,785.487522
3309.582179,1000,793.806399
2419.147087,754,799.536484
3143.553104,1000,807.685017
3236.864907,1000,815.659069
1934.74448,610,820.067168
3342.730691,1000,826.81002
3246.662594,1000,834.031577
2485.034439,759,839.173074
3309.57351,1000,846.424558
3307.758939,1000,853.580488
1300.269028,405,856.199666
2341.561638,707,860.866587
2762.785976,835,866.982772
2128.773394,659,871.511684
3396.523095,1000,878.640737
3244.038029,1000,885.827871
3396.185661,1000,892.674389
3421.620093,1000,899.092583
2724.72078,791,905.061764
3413.568543,1000,911.612588
2605.036502,761,916.933668
3388.196541,1000,924.009974
1884.394544,576,932.384863
3295.997855,1000,934.779705
1168.490745,352,935.716886
3379.713321,1000,938.340342
3299.64794,1000,940.785508
3335.644362,1000,943.258463
3428.736768,1000,945.564258
3364.331194,1000,947.96835
3343.117281,1000,950.464272
1782.410625,545,951.849856
