#{"t_start": 1583618750.732686, "env_id": "Hopper-v2"}
r,l,t
1740.275665,515,262.551652
2590.999913,745,267.936751
3112.168296,906,274.740831
1825.213183,531,278.328265
1559.288696,450,281.161336
1411.159318,417,284.725917
1427.128213,412,288.012381
1420.813859,424,291.431822
1783.346892,512,295.186868
962.427432,293,297.054672
963.274331,292,299.873307
1249.246035,371,302.798164
3175.255229,918,309.885352
1962.482212,557,314.158198
2807.125628,814,320.573153
3397.069678,1000,328.784131
1344.212918,391,331.691192
3325.569584,1000,339.775155
3350.243803,995,347.374295
1542.636264,450,350.398214
1357.959763,406,353.781983
1087.527623,321,355.860129
3381.05722,980,363.572607
3316.894664,1000,371.575541
3286.693297,1000,378.884826
1869.669749,539,383.842876
1148.698444,334,386.116878
3221.752544,1000,393.682202
3280.566959,1000,401.020583
3254.807613,1000,408.477403
3087.566886,898,415.625846
1818.749188,535,419.392749
2339.027001,680,424.800786
3291.505461,1000,432.75314
1668.263104,498,436.836934
2081.279375,602,441.904943
1775.326008,533,445.857406
3296.431107,1000,452.905211
1778.70189,538,457.35525
1215.625681,370,460.322204
1207.751774,367,462.65903
2680.264157,789,468.994243
1013.52749,304,471.042361
2148.09818,631,475.741864
2568.37093,771,481.920413
2595.264175,756,487.734724
3337.713134,1000,495.538741
939.402049,290,497.605581
3330.507553,1000,505.232598
3233.559154,1000,513.395898
2277.588389,681,518.271165
3371.065297,1000,525.800291
3272.491414,1000,533.063432
3357.989267,1000,541.075409
2822.742294,837,547.654033
2241.869726,660,552.606036
1097.391524,331,555.402393
1407.415739,422,558.43882
3362.58114,1000,566.084015
3307.018096,1000,573.768814
2704.279794,801,579.844244
1321.412915,398,582.73916
1388.418945,415,585.656667
1551.487762,465,589.383932
1477.105427,450,592.167358
1842.415907,549,597.012105
3306.686769,1000,604.297714
1805.719006,534,608.798361
918.806068,278,610.792803
3484.934336,1000,618.689359
3348.177128,970,625.745011
2126.042285,616,630.773345
3333.731536,1000,639.298593
3303.556507,1000,647.222628
2968.888081,875,653.380388
3343.571091,1000,661.256862
2184.467742,637,666.317783
3312.128032,937,673.354053
2841.548011,817,680.380499
3516.134546,1000,687.831431
3459.01636,1000,693.951907
3483.27738,1000,701.001521
3288.001536,1000,708.888373
3377.856898,1000,716.257414
3238.398458,1000,724.130505
3241.442338,1000,731.88643
3274.103521,1000,739.055926
1067.713947,361,741.974032
3292.198973,1000,749.748413
3297.69315,1000,757.490387
3365.987786,1000,765.095675
3251.098126,1000,772.321393
3337.451461,1000,779.90285
3323.698078,1000,787.840033
3335.880315,1000,795.920493
1930.167624,607,800.730973
1355.450585,439,803.947153
3224.125534,1000,812.319479
1326.206154,433,815.225961
2792.589178,858,821.368845
3293.750524,1000,828.781841
2183.95675,676,833.375565
1692.956468,527,836.899633
3296.151637,1000,843.880831
3125.501266,947,850.445019
2764.519507,845,856.589154
3312.304254,1000,863.597397
3326.118914,1000,870.76183
1702.518704,526,874.338698
3262.207555,1000,881.490582
3378.017123,1000,888.053541
3383.80773,1000,894.881383
3436.254167,1000,901.942386
3425.475031,1000,908.934886
3363.311603,1000,916.109535
3379.445061,1000,922.633142
1658.260113,490,926.271534
3371.858612,1000,932.812593
3367.029052,1000,935.287636
3395.914834,1000,937.928479
3361.501868,1000,940.185886
1863.776192,574,941.581061
3296.859422,1000,943.952477
2801.916598,832,945.924807
3452.720634,1000,948.39481
3351.911865,1000,950.905447
