#{"t_start": 1583618749.6543205, "env_id": "Hopper-v2"}
r,l,t
1586.650408,480,238.192593
2832.802001,836,243.838634
1486.281252,449,247.412041
1454.755328,435,250.218652
1510.401102,460,253.739277
1565.538355,467,256.752987
1266.599457,387,259.400873
2042.083541,598,263.708333
1849.228246,545,267.449724
2460.809149,710,272.966462
2108.59143,614,277.589869
3256.512184,1000,284.145387
2437.197463,719,290.363063
1262.307001,375,293.476255
1661.15532,484,297.038874
1681.111112,481,300.91683
962.841277,296,302.908139
1266.555947,374,305.972818
932.996634,284,308.170016
1529.541602,454,311.916806
2890.000253,807,318.357177
1691.625488,485,322.364441
2149.990743,655,327.480484
3393.380526,1000,335.432477
3338.339466,1000,343.035477
3326.429794,1000,350.477505
2559.493794,724,355.922033
2523.094798,726,360.998935
1584.358195,467,364.814785
2096.638626,621,369.741452
3275.984642,1000,377.787389
3272.213238,1000,385.937593
1204.543534,357,388.167705
3231.141515,1000,395.849744
1503.922342,439,399.358632
3268.347629,1000,406.047193
1804.409007,527,410.455192
909.571019,284,412.581164
954.369383,296,414.812964
3238.63963,1000,422.615189
1537.849864,459,426.727568
3280.669304,1000,433.957717
1520.796442,462,437.955381
3282.994342,1000,445.909278
1724.073192,505,449.542974
1726.761273,525,453.75561
2071.374386,620,458.402382
2092.321338,626,463.388782
3123.144479,927,470.119579
3267.903863,1000,477.729285
2335.715072,730,483.106434
3243.574641,1000,491.036852
2389.362493,702,496.565428
3292.402113,1000,503.490694
1188.98648,371,506.513761
3358.319907,1000,514.690249
2729.376598,799,520.411973
3315.166259,1000,527.986961
1868.184958,552,532.02231
3348.235424,1000,540.360061
1376.979511,432,543.864202
3195.679348,942,550.835533
2360.516297,706,556.450676
3212.756908,928,563.503098
3382.422032,994,570.963952
2968.822078,883,577.150966
1794.87344,531,581.75433
959.318224,296,583.827847
1071.588468,323,585.91459
2404.232687,714,591.39902
2392.493244,707,597.010766
1084.58714,328,599.319414
1598.017013,474,603.019998
2371.904097,693,608.138425
3228.241737,938,615.54048
2428.261736,711,620.85136
1827.539393,535,624.745843
2266.263361,649,629.910083
3375.236275,1000,638.428202
3423.652939,1000,646.469764
2200.134713,675,651.624892
2547.529151,736,657.162585
1531.187857,454,661.156629
2550.775169,735,666.367152
1578.274742,487,670.272833
3489.208017,1000,678.391239
3427.054417,1000,686.288496
661.990411,222,687.471004
3466.013025,1000,694.045009
3396.807225,1000,700.956318
3291.650954,1000,708.756572
3319.779377,1000,716.167233
3239.523384,1000,724.229705
1589.143082,496,727.441067
3229.715675,1000,735.131403
1237.60474,397,738.118299
2903.750453,907,745.205094
3389.139551,1000,752.896155
3356.663108,1000,760.671616
3372.596951,1000,768.36035
3319.613277,1000,775.912822
3326.454993,1000,782.966142
3204.878413,954,791.11356
3337.483639,1000,798.825086
3323.379502,1000,806.920773
3317.025833,1000,814.536204
1261.561583,402,817.12464
3097.48741,920,824.240728
1590.544605,487,827.320583
2976.298742,915,834.304803
3248.727532,991,840.576982
3327.661424,1000,847.944578
2543.622401,775,853.293963
2218.398091,676,858.42507
1839.292386,562,862.144168
3055.627451,915,868.430923
2179.142508,649,872.802018
3403.213954,1000,879.953295
3430.138434,1000,887.198364
3343.221924,1000,894.072418
3395.213167,1000,900.462796
3427.272496,1000,907.4751
3356.038645,1000,914.527544
3154.581536,915,920.973851
920.981736,286,922.827292
3393.098302,1000,930.065207
3354.933803,1000,933.890808
3300.610091,1000,936.365894
3312.590166,1000,939.006147
2421.533274,714,940.596162
3345.126222,1000,942.989175
3374.507891,1000,945.353635
1669.82198,523,946.609193
3366.074502,1000,949.048176
2504.550271,736,950.867548
3401.58008,1000,953.401726
