#{"t_start": 1583618751.2074535, "env_id": "Hopper-v2"}
r,l,t
557.403524,195,72.67981
663.724747,213,73.739582
593.599146,194,75.473502
632.773919,205,76.618814
676.303525,217,78.414457
806.833784,261,80.314151
727.245733,234,82.114464
650.982973,212,83.854503
775.293968,249,85.741822
869.638412,277,87.446902
901.342905,291,89.413214
871.387065,281,91.35886
877.057276,286,93.175749
880.199149,277,95.598636
973.24529,304,97.444296
934.861631,306,99.32901
1259.493592,386,102.013013
1003.183822,317,104.684548
1140.929577,358,107.336444
1147.622515,358,109.367127
1224.730407,391,112.509958
1276.445527,396,115.231641
1311.434119,403,117.876943
1422.739313,436,120.643574
1426.024733,439,124.254425
1455.870552,452,127.268526
1706.191281,534,130.794615
2278.114406,684,136.06321
2449.814482,758,141.367912
3135.837969,987,147.908299
2365.414279,751,153.209941
1494.10407,461,156.638129
2287.140587,695,161.410066
2261.455062,704,166.745425
1715.857474,535,170.503663
1470.563455,461,173.564742
2432.229612,738,179.213213
1642.850821,524,182.694575
3134.542839,1000,190.021476
3151.519817,1000,197.29473
3148.712087,922,203.670234
1699.759782,520,207.390042
1798.411284,536,211.132196
1753.732174,525,214.903595
1655.614061,496,218.716943
1757.887285,519,222.307897
1179.189359,360,224.931264
1258.970258,380,227.694092
1711.652392,510,231.448169
1345.481797,403,234.190803
2932.004831,851,240.506755
2951.248416,892,246.729805
1919.919556,561,250.584742
1583.618046,472,254.187679
1386.688638,416,256.874645
1476.629593,444,260.355045
1922.406976,566,263.973936
3391.740187,1000,271.472359
3426.970593,1000,278.695079
1804.785408,522,282.416373
3213.688581,1000,290.808704
3400.202012,1000,297.737235
1077.714725,320,300.425881
1219.647521,365,303.464793
3395.965984,1000,311.417057
1256.228222,374,314.545308
2363.015008,666,319.897874
3371.171993,1000,328.098297
3353.406793,1000,335.298411
1546.243567,449,339.238894
1916.156038,545,343.2954
3348.501775,1000,350.756333
3406.47087,1000,358.167636
1556.321622,466,361.363183
3348.664286,1000,369.229368
1784.911775,534,373.384665
3283.120651,1000,381.548348
3224.702226,1000,389.200905
3259.541799,1000,397.024566
3258.986552,1000,404.204712
933.595579,289,406.14998
1170.189485,350,408.938816
1201.926081,358,411.240899
925.859016,286,414.157865
2142.947535,613,418.246527
3162.993161,918,426.217502
1171.813052,344,428.4846
3208.608279,957,436.367875
1163.176984,368,439.497533
2088.390602,628,444.302553
1895.078564,564,448.078339
3264.412185,957,455.309999
1139.852277,339,458.032476
2230.72457,652,463.141112
1407.824825,411,465.883303
1300.610922,389,468.822866
1699.732591,507,472.560209
2449.469654,752,478.467709
3291.242364,1000,486.27528
3425.342656,1000,494.152
3336.920486,1000,501.717729
3315.690744,1000,509.636678
3104.052039,908,516.881916
3303.188836,971,523.488631
3379.504534,1000,531.396056
2509.531649,733,537.732906
3286.548837,1000,545.230757
3327.972391,1000,552.264708
3321.931243,1000,560.123075
3376.196606,1000,567.67342
3439.572159,1000,575.433197
2812.302894,834,581.44087
1239.995266,377,584.293859
2255.724617,664,589.148623
1963.264212,580,593.591374
1500.87531,452,597.587425
1744.379182,520,601.393574
2382.925068,687,606.49006
1235.726944,371,609.414062
3227.772833,937,616.441243
3378.525777,1000,624.096308
3425.722957,1000,632.467471
3460.727218,1000,640.733295
3331.284695,1000,648.094249
3423.419221,1000,655.701377
3329.529523,1000,663.688777
3408.431427,1000,671.690705
1278.207339,398,674.830765
3460.972936,1000,682.897101
3406.965862,1000,689.717287
3425.458174,1000,695.89062
3533.584444,1000,703.499906
3348.396079,1000,711.149625
3291.447975,1000,719.001484
2131.893486,670,723.786003
3223.389393,1000,731.555874
3163.801857,1000,739.313483
3358.317527,1000,747.116976
3300.40001,1000,754.298368
3304.160541,1000,761.964135
3377.072346,1000,769.917658
2450.803144,759,775.498158
3397.780555,1000,783.112263
3429.688204,1000,791.471778
3325.008593,1000,798.564027
1234.129543,394,801.506027
2928.090643,875,808.824706
3275.299778,1000,816.279968
1614.037746,516,820.050515
2447.032844,769,825.656838
3029.053344,927,832.117444
3324.282175,1000,838.967607
3311.153838,1000,846.330153
1117.384435,363,848.957505
3349.191055,1000,855.995262
2682.929696,816,861.467446
2180.27167,663,865.988406
1509.36665,468,869.512315
3371.805403,1000,876.581064
3367.462408,1000,883.22422
2252.107021,666,888.214442
3346.355922,1000,894.508693
935.147929,289,896.947939
3358.302157,1000,903.99865
2682.245792,785,909.380841
3400.560859,1000,915.929257
3364.983503,1000,923.000878
3335.934949,1000,932.338148
3346.438937,1000,934.812779
3307.575507,1000,937.45311
3330.909199,1000,939.711288
3307.873406,1000,942.184277
1579.621661,482,943.266647
3382.858061,1000,945.612715
2138.669844,640,947.218214
3335.457462,1000,949.763845
